[General]
Name|Derek
219|Não vou me distrair, espera, você encontrou meu gato?
219.1|Ei, novata, que bom te ver de novo. O que é isso aí? Parece... espera um segundo... Purgalicious?!
220|Me dá isso! Isso foi enterrado no quintal da Madison? Você... você tem certeza de que o Purgalicious não estava só se divertindo na terra e caindo? O Purgalicious adora transar na terra, cara. O Purgalicious curte as pequenas coisas da vida, cara!
220.1|Isso foi enterrado no quintal da Madison? Você tem certeza de que o Purgalicious não estava só se divertindo na terra e caindo? O Purgalicious adora transar na terra. O Purgalicious curte as pequenas coisas da vida!
221|Cala a boca, Madison! Agora, você está me dizendo que eu poderia ter um assassino de gatos trancado atrás dessas portas? Tenha muita certeza da sua resposta. 222|É, essa era a conclusão a que eu obviamente estava chegando. Mesmo com manchas vermelhas nessa coleira. Provavelmente só o molho picante da Mamãe Chupacabra. Purgalicious adora manter as coisas apimentadas enquanto aproveita as pequenas coisas. Mesmo assim, por que diabos eu enterraria a coleira do meu bebê?
223|É... é... em vez de reconhecer que ela perdeu meu gato. Merda. Não acredito em você, Madison. Tirei a blusa hoje à noite, e você SABE como eu posso ser sensível com meus mamilos.
224|É, é, tanto faz. Faça suas coisas de pintura... se ainda puder. Que diabos, fique com ela se quiser. Ah, e faça o que quiser com essas chaves, eu acho. Foda-se toda essa bobagem artística, meu bebê está por conta própria! Vou encontrar meu cheiro, ver se Purgalicious consegue sentir o cheiro de um gato papai... É assim que ela me chama. VOCÊ NÃO ENTENDERIA!
225|Tá, tá, então é isso que você quer, Madison, né? Falando dessa merda de céu animal, pintando corujas e tudo mais, então você vai matar o Purgalicious? MEU PURGALICIOUS
226|EU SEI QUE ESTOU BONITO, MAS NÃO É DISSO QUE SE TRATA, PORRA! VOCÊ MATOU O PURGALICIOUS! Cara, vou ter que jogar a minha carta de melhor amigo; estou prestes a cometer um crime e preciso que você continue com essa merda.
226.1|EU SEI QUE ESTOU BONITO, MAS NÃO É DISSO QUE SE TRATA, CARAMBA! VOCÊ MATOU O Purgalicious! Cara... Estou prestes a cometer um crime e preciso que você continue com essa merda.
227|Sem perguntas. Eu sei que você estava prestes a pegar uma xoxota e tudo, mas se considere um seguidor cego da minha porra de vingança.
227.1|Cartão de melhor amiga. Sem conversa, só fazendo o que eu mandar.
228|Madison! ...Ei, MADISON! Ooooh, AÍ está você. Ok, ok. Quero que veja com seus próprios olhos o que eu estou preparando.
229|Eu sei, você acha que eu não sei? Esta é uma demonstração do que acontece quando você cruza um homem com sua gatinha, Madison. Talvez você devesse recorrer àquele vibrador de pinguim neste momento de necessidade e ver se ele pode te salvar.
230|Ah, olha quem é! Você está aqui há tanto tempo que outras pessoas estão começando a me contar histórias sobre VOCÊ, mas você já olhou na minha direção? Não, não. Que frieza, cara.
230.1|Ah, sim, sim, você age como um merda e DEPOIS decide ver o que é bom? É... veja como isso funciona para você.
231|*Tosse* *Tosse* Oh, uhh... *tosse* ...chega mais perto, cara.
232|Escuta! *Tosse* Eu... preciso que você conte a minha história para o mundo. Que eu não deixei *Tosse* nenhuma vagabunda escapar impune de matar meu gato. *Chore* ...minha preciosa buceta Pergs. *Tosse* *Tosse* Fodam-se essas vagabundas.
233|...
234|*Tosse* Não, eu não estou morto. Só estou com muita vergonha, principalmente. Acho que arranquei o pouco cabelo que me restava na cabeça.
235|Este pode não ter sido meu momento de maior orgulho. Devo me levantar?
236|Agradeço por você ter chegado ao fundo do que aconteceu com Purgalicious. Pode não ser o que eu queria ouvir... mas eu precisava ouvir. Como quando meu pai deixou minha mãe pelo Pastor Wayne. Eu só precisava ouvir, sabe?
237|De qualquer forma, eu te devo uma... então, sempre que alguém tentar te atrapalhar hoje à noite, saiba que estarei lá para intervir. Bem, qualquer cara. Não vou colocar as mãos em uma mulher, mas vou te proteger contra qualquer um desses outros caras. Ah, merda, e eu não sei o que eu estava pensando antes... Eu não sou o mestre das chaves nem nada... leve isso também. Tudo bem, obrigado de novo, cara.
237.1|De qualquer forma, eu te devo uma... então, assim que alguém te causar problemas hoje à noite, saiba que estarei lá para te defender. Bem, se for um cara. Não vou colocar as mãos em uma garota, mas vou te apoiar enquanto for outra pessoa. Bem, obrigada por tudo.
238|Ah. Eu... entendi. É. As coisas eram diferentes naquela época. Você só estava vendo o que estava lá fora. Eu preciso entender isso. Tenha um bom resto de noite. Eu vou... tentar enfiar meu pau dentro da Madison. Isso vai me fazer sentir muito bem.
238.1|Ah. Eu... entendi. É. As coisas eram diferentes naquela época. Você só estava vendo o que estava lá fora. Eu preciso entender isso. Tenha um bom resto de noite. Talvez eu vá relaxar com a Amy, ou veja se tem alguma mágica não artística que eu possa fazer com a Madison. Quer dizer, se não tiver problema...
238.2|Ah. Eu... entendi. É. As coisas eram diferentes naquela época. Você só estava vendo o que estava acontecendo. Preciso entender isso. Tenha uma boa noite. Talvez eu relaxe com a Amy ou algo assim.
239|Há, é, cara... é, você sabe. Ei, mais uma história para contar! Essa é sobre mim. Então, apesar de tudo hoje à noite, não deixei de notar outras coisas sobre você... tipo, tenho a sensação de que você vai se meter em encrenca mais tarde. Principalmente com o Frank e a Leah por perto. Não só isso... mas tem algo em você gritando "devagar", cara. O que é isso?
240|Desculpas, desculpas. Tá, falando em treta, se você se encontrar em uma hoje à noite, pense naquela vez que o técnico Gunderson nos forçou a chorar em cima do saco de pancadas dele por duas horas, né? ... ou, como ele as chamava: bolas saltitantes. Hum, é... enfim, concentre-se no seu trabalho de pés, certifique-se de que está respirando corretamente, encontre seu ritmo... e, na pior das hipóteses, não há vergonha nenhuma em não poder transar, se puder. Até mais, cara.
241|Então, deixa eu ver se entendi: eu convido você, meu amigo que está tentando fazer novos amigos, para uma festa na casa de uma garota com quem estou, e você tenta armar uma situação em que fica nu na frente da dita garota. Estou esquecendo de alguma coisa?
241.1|Então... eu convido você aqui, pensando que você pode fazer alguns amigos e se reconectar um pouco comigo, e não só você "se reconecta comigo", mas tenta se colocar entre mim e a outra pessoa na festa com quem eu tenho uma conexão real. Talvez até um futuro. Eu esqueci de alguma outra coisa que você fez hoje à noite?
241.2|Ah, olha só, é a garota nova se esforçando ao máximo para ficar nua na frente da garota que eu gosto. E dá para perceber que não é de um jeito inocente, tipo "temos as mesmas partes". Tem outra coisa acontecendo aqui, e eu não gosto disso. Tem alguma coisa em que eu possa te ajudar?
242|Vamos lá, cara, entra aqui!
243|É, você gostou? Ótimo, ótimo... Acho que já está na hora de eu ter o meu, né?
244|Claro que sim, vamos começar nossa jornada do mesmo lugar. Lavanderia. Te vejo em breve.
244.1|Eehh... Não estou mais a fim. É que... você fez umas coisas que mudaram meu humor desde a nossa última aventura na lavanderia. Talvez você consiga mudar isso, e espero que consiga... mas vamos ver.
244.2|Claro que sim, mas você me deu em cima de alguns caras. Você me cansou, e eu ainda estou recuperando a minha energia.
245|Continuamos falando sobre memórias antigas... mas eu estou sempre disposta a criar novas. Entende o que estou dizendo? Mesmo assim... vamos ver se consigo usar algumas das minhas memórias para te ajudar, enquanto faço um pouco dessa mágica em você.
245.1|Ok, relaxa, você sabe como é. Deixa esse D grande para o Papai D.
246|Merda, é que... É o colar DELA! Droga! Ah, está sujo pra caramba, ela deve ter jogado em algum lugar lá fora! Pergie, querida! Pergie, o papai está chegando!
247|Cansei de pensar no Pergie e onde ela pode estar agora... deixa ele em paz, ok?
248|Não sou eu que estou sendo chata. Sou eu que estou cansada de você acabar com a minha vibe hoje à noite. Estou bem onde estou.
248.1|Hm, é, sabe de uma coisa? Estou lá embaixo. Para onde?
249|Ah, qual é. Você vai mesmo me dar mais um motivo para me arrepender de ter te convidado para essa festa hoje à noite? Achei você incrível, mas está me envergonhando.
249.1|É um jeito estranho de flertar comigo? Porque está me assustando.
250|Não, não. Não. Já ouvi o suficiente. Pare com essa merda logo.
250.1|Não, não. Não. Já ouvi o suficiente. Foda-se essa merda, vou embora.
251|Que diabos, você também, Frank? Bem, se realmente ajuda a acabar com isso, todo mundo sabe que ter um pau grande é melhor. Qual seria o benefício de ter bolas enormes? E por que diabos estou tendo essa conversa?
252|Não, estou bem, Frank. Duvido muito que isso seja verdade e questiono sinceramente suas fontes. Minha resposta continua de pé, agora vamos deixar isso de lado e seguir em frente. Por favor?
253|Que porra você acabou de me pedir para fazer? Devo estar ouvindo errado, porque por que diabos eu tiraria meu lixo no meio da festa da Madison? Ela e eu... ah, deixa pra lá, eu. Só sei que já estou em terreno instável, ok?
253.1|Que porra você acabou de me pedir para fazer? Devo estar ouvindo errado, porque por que diabos eu tiraria minhas coisas no meio da festa da Madison? DESTE tipo de festa em particular? Esta PARECE ser esse tipo de noite para você?
254|Certo, para o Frank me bater na frente de todo mundo aqui? Garanto que nada de bom pode sair disso. Sai fora, sério.
255|Frank e eu não temos nenhuma rixa, e eu gostaria que continuasse assim. Você, por outro lado. Você está entrando na minha lista de "nunca mais serei convidado para nada" bem rápido. Essa conversa acabou.
255.1|Frank e eu já discutimos o suficiente esta noite. Não quero acabar no hospital. E por que diabos ainda estou tendo essa conversa com você? A resposta é não. Simplesmente esqueça, porque o próximo passo é reavaliar por que ainda sou seu amigo neste momento.
256|Muito divertido. Você vai me sacanear a noite toda? Ah, bem, acho que não é muito diferente da nossa amizade no passado. Desculpe, estou nervoso, pensei que você estivesse falando sério.
256.1|Muito divertido. Além de tudo isso esta noite, você não consegue parar de me sacanear, não é? Acho que nossa amizade sempre foi assim. Mas você tem que me dar um tempo, porque eu pensei que você estivesse falando sério.
256.2|Muito divertido. Você sabe que estou num estado de espírito frágil, e você ainda está tentando me ferrar. Ah, bem, acho que não é muito diferente da nossa amizade no passado. Desculpe, estou nervoso, pensei que você estivesse falando sério por um minuto.
256.3|Tão divertido. Eu tenho um monte de coisas minhas, e você vai me foder a noite toda? Desculpe, estou nervoso. Pensei que você estivesse falando sério por um minuto.
257|Porra, sim, vamos fazer isso! Ohh bolhas aqui, nós coooooom!
257.1|Você quer um soco na cara? Acho que não. Vai se foder ou leva um soco.
257.2|É, não estou mais tão confortável com a ideia de uma jacuzzi. Talvez outra hora?
257.3|Aquele foi um momento de união. Bons tempos, mas ainda não estou pronto para bis, desculpa, cara.
258|Que diabos foi isso? Droga, bem quando eu pensava que esta noite não poderia ficar mais estranha...
259|Haha, é, só tenho boas lembranças com você, cara. A gente se divertiu muito ao longo dos anos. Se alguma história pudesse superar a de hoje, seria de quando a gente fazia competições de dança! Cara, eu penso naqueles dias o tempo todo... Provavelmente até demais.
259.1|Eu não sou seu chefe... mano. Geralmente adoro relembrar coisas boas com você, mas você estava de mau humor hoje à noite, e eu estou começando a ter enxaqueca só de pensar em como vou explicar que te convidei para Madison. Por que você não se recompõe e a gente faz isso de novo mais tarde?
260|Teve aquela vez que a gente entrou na competição de dança "Dance Off Pants!". Lembra? Cara, aquela competição foi acirrada. Você nem se classificou, mas eu cheguei à final. Ainda não acredito que aquele cara com alergia a frutos do mar ganhou só porque comeu aquele taco de peixe sem querer bem antes da final. Ele não estava dançando, ele estava se debatendo e ofegando bem antes de eu lhe dar um heimlich. Todos os jurados acharam que era "dança criativa interpretativa". Que merda, cara. Ele deveria ter ganhado. Cara, o que eu não daria por uma segunda chance.
