[General]
Name|Frank
246|Em breve. Esse sentimento... não dá para conter. Posso te seguir até encontrarmos um lugar. E aí, se você entrar em uma área onde não tem mais ninguém, bem... você sabe. Coisas acontecem. Coisas com pênis. Merda. Eu sou péssimo com essa coisa de conversa sexy, sabe? Só... me avise se quiser transar em algum lugar. Eu estarei logo atrás de você. Uau! Como uma equipe de segurança! É isso aí, cara!
247|Mostre o caminho, amor. Desta vez, você escolhe o lugar.
247.1|Vamos dar uma olhada no banheiro de cima. Não o da Madison, o outro. Ouvi dizer que a Ashley... tem um gosto delicioso para... desodorante, e eu quero dar uma olhada. Espera, isso soou assustador? Eu não queria que soasse assustador. Merda. Isso soou assustador, né? Não é como se eu tivesse dito: "A gente devia dar uma olhada na roupa suja dela", nem nada. Hehehe... Parem de me julgar! Tudo bem, eu só quero me olhar no espelho enquanto fazemos isso, tá? Tipo, vamos lá em cima, e eu prometo... não vai ser assustador.
247.2|Ah... desculpa, cara, mas não estou mais sentindo. Sinto que a gente não... está no mesmo lugar. Eu gosto de você, mas minhas bolas não estão formigando o suficiente agora para justificar uma interação sexual. É uma regra rígida para mim. Se as bolas não estão lá, eu não estou lá. Talvez se algo mudar, possamos conversar mais, mas agora vou ter que recusar.
247.3|Mostre o caminho. Vou deixar você escolher o lugar, baby.
248|Calma, cara. É o meu sétimo sentido... meu sac-sentido. Alguma coisa... não está certa. Você sente alguma coisa? Não? Você não tem esse nível de percepção extra-sacramental, ou algo assim? Vamos esperar um segundo para ver se passa.
249|Ah, estou pronto pra caralho, cara. Estou pronto pra caralho. Quer dizer, olha essa cara. Essa é uma cara de pronto? Espera, deixa eu fazer a expressão certa. Que tal agora? Olha como eu estou pronto pra caralho, cara. Dá para ler na minha cara. Cara, vamos fazer isso.
249.1|Ah, estou pronto pra caralho, cara. A única maneira de eu estar mais preparado seria se... eu estivesse usando aqueles óculos de sol legais que você me deu. Espera só até ver como eu fico sexy com elas, cara. Eu vou usar... mas só por você.
250|Eu sei... provavelmente parece que eu seria o agressor nesse tipo de situação, mas... quero que você me diga o que fazer agora. Não conte isso a ninguém, ou será a última coisa que você fará.
250.1|Me avise se quiser trocar, cara. Eu não gosto dessa vida chata.
250.2|Me dá uma segunda, cara. Preciso de algumas... para recarregar minhas bolas. Você também devia descansar. Parece que você precisa.
250.3|*Gulp* SP DOOD, VOCÊ GOSTOU DISSO?
250.4|SP DOOD, VOCÊ GOSTOU DISSO?
250.5|Droga, baby... me diga o que fazer e eu farei. O que você quiser, só tome cuidado para soar bem mandão quando disser. Estou cuidando disso.
251|Prepare-se, cara. Você está prestes a receber um tratamento real do Frankie.
251.1|Prepare-se, cara. Você está prestes a receber um tratamento real do Frankie, com direito a um par de óculos de sol maneiros que me foi dado por... um amigo querido.
251.2|Espera aí, cara. Parece que temos outros assuntos para resolver antes que isso aconteça.
251.3|Vamos, cara. Vamos ao banheiro. Não aguento mais essa ansiedade. ... Você não vai mudar de ideia, vai?
252|Porra, cara. Preciso melhorar essa cara de "O". Percebi no espelho que ela ainda está meio estranha. Eu estava procurando algo sexy, com um toque de êxtase. Sabe, como aquela cara que você faz depois de espremer gelatina entre os dedos dos pés? Enfim, obrigado pela distração, cara. Eu nem pensei em álcool por pelo menos... 4 minutos! ... Puta merda.
252.1 | Haha, é, ele bebe! Eu acertei aquela cara de O daquela vez. A prática leva à perfeição. Como foi?
253 | Não seja egoísta, babaca. Preciso ver como fica minha cara de O no espelho. Eu tenho praticado. Mãos à obra!
254 | Que porra é essa? É melhor você estar brincando! Eu confiei em você. Pensei que fôssemos amigos. Ei, eu posso ver pela sua cara que você está brincando. Olha, não venha assim para cima de mim. É como... brincar sobre ter uma bomba no aeroporto. Eu levo essa merda MUITO a sério.
254.1 | Que porra é essa? É melhor você estar brincando! Eu confiei em você. Pensei que fôssemos amigos. Ah, merda, minhas bolas estão formigando. Você está bêbado. Que porra é essa, cara? Não teste nossa amizade assim. Eu levo essa merda MUITO a sério. Se isso acontecer de novo, não serei tão indulgente.
255|Aaaah, merda, olha isso! Quase esqueci esses óculos de sol que você me deu para me lembrar da nossa amizade! Então... como estou?
256|Mmmmm... é. É. Acho que posso me afastar disso sem te fazer passar por uma tonelada de obstáculos para construir amizades e confiança neste momento. Quer dizer, depois de tudo que passamos hoje à noite, aprendi mais não só sobre onde meus pequenos sacos de grana se encaixam na ordem natural das coisas, mas também sobre laços entre coisas. Coisas que realmente constroem perspectivas, sabe? Faz um homem pensar sobre o que realmente importa na vida, como ele deve tratar as pessoas e quais elementos arbitrariamente negar a estranhos. Nossa, como seria essa festa se eu tivesse deixado esses ingratos beberem o quanto quisessem...
256.1|Na verdade, eu dou. Mas, quanto a te dar... passamos por muita coisa hoje à noite, e há pouco tempo eu teria te dado isso sem fazer perguntas. Mas sinto que você tem feito coisas obscuras e tomado decisões estúpidas desde então. Então! Por que você não define suas prioridades e pensa nos meus sentimentos antes de começar a me pedir merda?
257|Olhe para os céus e alegre-se, meu amigo. Pois sou eu, seu aliado mais amoroso e temível. Você nunca terá medo... porque o FISTER está aqui.
257.1|Bem-vindo de volta, o mais amigável dos homens e sábio da sexualidade!
258|Ouça com atenção! Porra, ele está por perto? ... Ah, um novo brahdministrador. Devo explicar. No gênio incalculavelmente massivo e pulsante de Patrick, fui criado para auxiliar o usuário em empreendimentos como a maldição mencionada, além de fornecer outros serviços como: aumentar a destreza física em caso de conflito iminente, diminuir o tempo de recuperação de... certas funções corporais, restaurar a autoestima e oferecer abraços relaxantes, porém suados.
259|Seu desejo é uma ordem, seu ímã de merda deslumbrantemente atraente, extremamente talentoso e moralmente justo. Agora, por favor, fique quieto enquanto eu removo quaisquer bloqueios mentais relevantes e aplico massagens calmantes em seu sistema límbico e cerebelo...
259.1|Atenderei suas necessidades imediatamente, adorável, infinitamente hilário, possuidor de muitos, muitos amigos. Agora, por favor, fique quieto enquanto eu massageio as habilidades de recuperação do seu corpo para que elas funcionem e gentilmente aliso qualquer tensão ou nó psíquico...
259.2|Imediatamente, o mais bonito dos homens e o mais erudito dos homens de negócios. Agora, por favor, fique quieto enquanto eu diligentemente aliso seus caminhos neurais de volta à condição ideal, polindo-os repetidamente contra minha forma digital flexível...
260|Meu querido brahmigou, só posso aprimorar suas proezas físicas e sexuais uma vez a cada duas semanas. Infelizmente, tudo o que posso fazer por enquanto é reabastecer, para repor as fontes vitais do seu belo e único corpo carnudo.
261|Por favor, aguarde. Uma gravação portátil de Frank foi fornecida para ajudar a explicar este recurso. "Cara, não estou brincando. Pegue isso de mim e você estará em plena forma para fazer qualquer coisa: brigar, transar, caramba, até mijar a qualquer momento!... Ei, que porra é essa?! Você está se transformando? Vai em frente, seu filho da puta de olhos esbugalhados-" Resumindo, vou garantir que sua saúde, sua libido e sua bexiga estejam prontas para qualquer travessura épica que você queira participar.
262|Porra, isso é... isso é sério? Isso é como se a minha fantasia tivesse se tornado realidade! Bem, quero dizer, além de vela. Sem ofensa, mas eu te largaria num piscar de olhos se isso significasse passar um tempo com a Vickie Vixen. Não quer dizer que não gostei do nosso tempo juntos esta noite, mas isso é... Vickie, a porra da Vixen, cara! Do que estamos falando aqui? Quer dizer, claro, acho que você pode vir, mas só estou dizendo que é uma fantasia muito particular que tenho sobre minha primeira vez com a Vickie, e eu gostaria de propor talvez um contra-arranjo envolvendo um número um pouco menor de pessoas...
262.1|Isso é...? Espera, isso é real? Você quer me dizer que todos os meus sonhos e fantasias de ficar com a única e exclusiva Vickie Vixen estão finalmente se realizando... e isso está acontecendo com esse babaca envolvido?
263|Quer dizer, sim, é isso que eu estava dizendo, acho que nós três fazemos mais sentido. Eu, com minhas bolas enormes e meu charme de touro, e, sabe, essa pessoa legal aqui com seu... hum, seu rosto e seu cabelo. Quer dizer... tem certeza de que não podemos simplesmente...
263.1|Merda, acho que acabei de gozar nas calças. Ah. Sem problemas. Posso ir para outra rodada. Nada com que se preocupar, Sra. Vixen. E você? Não sei como você conseguiu algo tão incrivelmente épico. Vou deixar você se juntar a nós só desta vez, mas...
264|Sim, senhora!
264.1|É, é, é, quer dizer, é... Estou ansioso para trabalhar com você nisso. Puta merda!
265|Você sabe que eu normalmente apreciaria o show, mas no seu caso... digamos que, do jeito que você tem agido, minhas bolas parecem estar sendo agarradas quando você chega perto de mim. Sabe o que isso me diz? Você é um sujeito ruim, cara. Vai se cobrir se quiser conversar. Tenho que ficar alerta.
266|Que porra é essa, cara? Vou te dar uma surra!
267|Madison quer falar comigo? Ooh, ela provavelmente vai finalmente concordar em me deixar tirar a roupa para os convidados. Eu sabia que ela acabaria vendo as coisas do meu jeito. Diga a ela que já estou indo.
268|O quê... ahhhh, entendi. Você está tirando a roupa para mim agora, então não vai ser constrangedor depois, quando eu te revistar em busca de álcool. Agradeço o gesto. Sei que pode ser constrangedor, mas eu sabia que você acabaria vendo o valor em... espera, por que você está com os olhos vendados?
268| 268.1|Caralho, cara, ISSO sim é arte. Isso é muito melhor do que o maldito pinguim de antes.
269|Tá, cara, eu realmente deveria ficar no meu posto protegendo todo esse álcool, MAS o Frankie adora um bom show. Tá, vou dar uma olhada, mas é melhor ter peitos dessa vez. Ou nachos. Acho que nachos são subutilizados na arte.
270|Você quer dizer a Loira com os peitos praticamente caindo da blusa? Não, cara, infelizmente não a vejo há um tempo. Mas eu basicamente fico lá embaixo guardando todo o álcool, o que significa que ela provavelmente está lá em cima.
271|Amy? Ah, sim, ela curte toda aquela merda de filme de terror sangrento. Uma vez eu a ouvi falando sobre como ela estava tão animada para ver aquele filme em que a boneca daquele garoto ganha vida e come a avó. Espera, era a Amy na festa ou a Amy na minha academia? Ah, enfim. Esses filmes não são para mim. Eu tenho um estômago muito sensível.
272|Porra, Frankie, está acontecendo. Suas bolas estão fazendo mágica. Claro, querida, eu tenho uma camisinha aqui. Quer dar uma volta até o palácio do Frankie? ... Chugga-chugga-chugga-chugga... DOOD DOOD!
273|Ahhh, entendi o que está acontecendo. Dada a magnitude da minha masculinidade, você está se sentindo um pouco sobrecarregado. Eu entendo. Acontece o tempo todo. Não tenha pressa, e quando estiver pronto, estarei aqui esperando por você.
274|Brittney? Uma paixonite? Cara, o único sentido que consigo entender com essas duas palavras seria esmagar minha cara entre os seus melões gigantescos, sabe o que quero dizer?
275|Quando eu estava dirigindo para cá, eu ouvia Doja Cat isso e Doja Cat aquilo no rádio da polícia da minha van, e toda a polícia estava em alerta máximo porque aparentemente ela estava por perto. Eu também tenho um aplicativo no meu celular para rastrear o jato particular dela, sabia? Troquei com um garoto no X pelo meu exemplar de Gang Bang Gotica autografado pela Vickie Vixen. Sua última localização conhecida foi um campo de pouso a 10 minutos de distância. E agora Madison tem uma nova vizinha misteriosa? Isso não pode ser coincidência.
