[General]
Name|Patrick
d86d55e8-05ae-4804-b647-55e9791d8ebb|Argh, acho que deixei o Patrick se distrair por tempo demais. Ele vai filmar tudo, menos a Doja Cat! Eu provavelmente deveria ter encontrado um jeito de deixá-lo sóbrio antes de começarmos.
d98b5317-2efa-4338-b7fc-d16aaf320e43|Aquele cara parece um babaca. Ainda não entendi qual era o problema com ele...
dbca7c9e-d041-4edf-bf1b-4b21b13c9ff4|É melhor eu recuperar o fôlego antes de fazer isso de novo...
dbcc5f49-5565-49ad-b1f8-ea334d381203|Parece que o Patrick vai voltar ao trabalho por enquanto.
e0eefe12-257a-46bd-b7f4-5749db22366f|Cheguei perto demais! Não aguento mais...
e1ffdc24-9f36-40d1-89aa-640b2f6dc2fe|Parece que preciso deixar o Patrick sóbrio. Primeiro preciso me livrar daquela garrafa, depois preciso encontrar um jeito rápido de deixá-lo sóbrio...
e5f3e8f2-c55b-4390-b8ac-d92b8d9879f1|Eu provavelmente deveria dar uma olhada no que o Patrick está fazendo.
e7cf1c52-8b86-4739-a2f6-89aa97469b98|Mmm, olha só. Às vezes, as aparências enganam.
e963a96a-edb8-4776-9b8d-976411ae9eb3|Esse cara é louco...
Unknown Assailant|Agressor Desconhecido
Patrick|Patrick
f83877da-9da3-4f69-af13-b067250ea72b|As coisas que eu faço para conseguir um anel peniano... como chave. Argh, onde diabos está o Patrick?
f6c60de5-a893-469e-b63a-61726b270690|Ai, merda, merda, merda. O Patrick é a última coisa de que preciso agora!
ef024814-1fe0-4c3e-badd-54c9dd6dc56b|Droga, é assim que ele chama? Anel peniano? Talvez ele seja mais esperto do que parece...

[Background Chatter]
BGC1|Heh, eu definitivamente não peidei. Então, se você sentir o cheiro de algo, saiba que definitivamente não sou eu.
BGC2|Lendas contam sobre um cara incrível que conseguiu esconder o álcool pela casa toda, longe dos olhares curiosos do Frank. Lendas também dizem que o Brah tem um pau do tamanho de um cavalo.
BGC3|Boas músicas, bons caras, só faltam as strippers nessa festa. Mas deixa eu fazer umas ligações. Espera, cadê meu celular?
BGC4|Por que sim? Sou um gênio dos negócios. Espera, não foi isso que você me perguntou? Ah, deixa pra lá.
BGC5|Olha, eu sei que estamos em 2018, mas como o Frank pode se interessar por garotos e garotas ao mesmo tempo? Quer dizer, escolha um caminho, cara. Não, brincadeira!
BGC6|Já ouviu falar do BarrioObservador.com, cara? Vai lá dar uma olhada se tiver a chance. Heh.
BGC7|Brahtender, eu realmente consegui dessa vez. Quebrei meu brahrole para me divertir...
BGC8|Toda vez que Stephanie mergulha, eu quero colocar minha mão naquele quadril. Então, quando ela mergulha, eu mergulho... EUA! Heh.
BGC9|Brittney Peitos-por-Dias deveria aprender a relaxar. Peitos grandes costumavam ser considerados um sinal de poder antigamente. É por isso que todos os reis-bráh medievais tinham alguma ação de homens-peitos acontecendo. História, mano!
BGC10|Toda a bebida deles pertence a nós...
BGC11|Não preocupe sua linda cabecinha com isso. Eu sei onde está... é bom e seguro... mas, falando nisso, você viu meu mp3 player? Ou minha carteira?
BGC12|Alguém lá embaixo para brincar de girar o brahttle? Nada anima uma festa como um pouco de ação boca a boca, sabe do que estou falando?
BGC13|É, Ashley, e eu gostaria de pensar que o vovô estava sorrindo do céu quando paguei a secretária e a leiteira dele para ficarem juntos.
BGC14|Então, é verdade o que dizem sobre festas do pijama em irmandades? Você e suas irmãs vestem seus pijamas e fazem guerra de travesseiros... e aí começam a rolar por aí... tirando as blusas, se pegando?
BGC15|Pílulas de caminhoneiro, Amy. Agora, onde essas festas do pijama costumam acontecer? Você tem, tipo, um endereço específico?
BGC16|Rachael, o que é spyware? É tipo um short brahxer à prova de laser? Preciso dar uma olhada nisso...
BGC17|O que o mano fez para se meter em tanta encrenca?
BGC18|Quem diabos usa DVR hoje em dia?
BGC19|Você já! Tem uma garota nova, Natalia Knuckle-Shove, que cabe na sua mão inteira.
BGC20|Heh, sim, nós o construímos com todas as peças necessárias... no começo. Mas a equipe de controle de qualidade ficava com herpes toda vez que era hora de atualizar o software. Então eu tive que fazer isso, como posso dizer isso corretamente...
BGC21|Hahaha, todo mundo provavelmente ficaria muito bravo com isso. Armas nucleares e coisas do tipo, "Wahh, Patrick, por que você deixou sua IA sem pênis ter controle total dos satélites orbitais, Wahhh!" Hahaha!
BGC22|Danny-Brah, Arin-Brah! Eu já vi online! Naquele site de vídeos que não tem pornografia!
BGC23|Não, eu sou Patrick. Patrick Donghauser! Nunca me chamaram de "verdadeiro" antes, mas já fui expulso de 8 cinemas com esse nome.
BGC24|Heh, o que houve? O que está acontecendo agora?
BGC25|É, eu realmente aprecio o brahffer, mas meu agente de condicional vai ter algumas objeções sérias a isso. Talvez eu possa bancar o ajudante charmoso: O Brahmigo?
BGC26|Não se preocupe, mano. Já me mijei duas vezes hoje à noite, então não quero quebrar o lacre da sua calça. Além disso, fazer xixi um no outro só solidifica nosso bromance. Nossa, nosso xixi... está unido.
BGC27|Nossa! Você está no controle total dessa coisa. Você definitivamente está na minha lista para a viagem de Mardi Gras do ano que vem.
BGC28|Ah, qual é, mano. O que aconteceu com a conversa civilizada entre dois cavalheiros? Eu sei que não nos demos bem hoje à noite, mas isso é pouco, mano. Até para você.
BGC29|Nossa, mano! Eu consigo ver o seu lance! É maior que o meu. Preciso de outra bebida.
BGC30|Bem, eu admito... o algoritmo de RV não foi projetado para lidar com órgãos sexuais virtualizados com uma contagem de texels tão alta. Mais de 9.000. Muito impressionante.
BGC31|Às vezes, todos nós precisamos de um pouco de amor, sabe? Então, enquanto somos só você e eu, o que você me diz? Talvez apenas algumas palavras rápidas sobre o quão másculo e adorável eu sou... mesmo que meus pirralhos não sejam tão grandes quanto os do Frank? ...Não? Eu entendo.
BGC32|Ouvi dizer que o Frank tem um sério problema de saco! Eu não ficaria surpreso se ele REALMENTE fosse o maior pirralho da festa!
BGC33|Bem, eu ouvi alguém falando sobre genitália masculina e, como homem, receio que essa seja minha área de especialização.
BGC34|Frank? Ha, já vai tarde, mano! Finalmente não preciso mais enfiar essa garrafa na calça! Talvez eu tome uns banhos para tirar o vermelho dos meus soldadinhos. Ei, você já viu pior.
BGC35|Ah é, mano, entendeu! Esse mano sabe o que é.
BGC36|É, mano! Entendeu! Cara, eu queria saber dançar assim. É praticamente a única coisa que impede as mulheres de ficarem em cima de mim. Eu já tenho praticamente todo o resto sob controle. Rico, uh... rico. Aliás, já mencionei que sou rico?
BGC37|Ah, cara, o mano sabe dançar? Parece que você encontrou seu par perfeito hoje à noite, Patrick. Lá vamos nós de novo. Mais uma House Party indo para casa sozinha. Isso faz... bem... todas elas, eu acho.
BGC38|Uau! Ei, uh, você não se interessaria se eu tirasse umas fotos... sabe, para a internet? Tem muito dinheiro em pornografia de horrores, mano. Posso te dar 50-50. Cha-ching!
BGC39|Epa, mano! Você tem dois pênis! Ah, espera, eu só estou bêbado.
BGC40|Se você prefere se dar prazer a aproveitar todos os recursos desta realidade que criei para você... que seja.
BGC41|Paaaaaaarty!
BGC42|Quando eu estava na garagem, vi o pequeno e descolado Pinguim-mano relaxando lá! Olhei fundo nos olhos dele... e acho que ele compartilhou uma visão de si mesmo comigo. Ele estava posando majestosamente em um pequeno planalto, sob uma janela mágica no céu. Ele tinha algo rosa preso à barriga que irradiava poder feminino! Em uma mão, ele segurava uma placa condenando criaturas marinhas gigantes. Com a outra, eu lançava um julgamento furioso. Eu... acho que significa alguma coisa...
BGC43|Não discordo, Amy. Não seria a primeira vez que uma visão como essa me rendeu milhões. A Donghauser Industries foi fundada a partir de uma visão semelhante que tive enquanto estava em cima de um vaso sanitário, balançando um relógio. De repente, escorreguei e bati a cabeça na pia, e então escrevi minha visão em um pedaço de papel.
BGC44|De onde você acha que eles tiraram a ideia? Obviamente, em um futuro distante, minha empresa terá inventado a viagem no tempo, e eu voltarei no tempo e não apenas darei a Brahbert Zemeckis a ideia para o filme, mas essa mesma cena em questão será escrita como uma homenagem à minha genialidade.
BGC45|Ouvi uma história sobre um brah lendário que certa vez apareceu em uma festa, se despiu e depois se apresentou nu para todos. Que brah incrível. Acho que ele ganhou algum tipo de troféu por isso.
BGC45|Ouvi uma história sobre um valentão lendário que certa vez apareceu numa festa, tirou a roupa e se apresentou nu para todos. Que valentão incrível. Acho que ele ganhou algum tipo de troféu por isso. BGC46|Aquele pinguim na garagem estava me encarando de novo e me enviando mensagens telepáticas. Acho que dessa vez ele estava me pedindo para colocar meu pênis naquele buraco dispensador de pênis. Isso é assustador até para mim, mas talvez alguém aceite.
BGC47|A realidade virtual é o futuro, valentão! É só uma questão de tempo até que se torne tão imersiva que pareça e se sinta como a vida real. Quando eu morrer, quero que preservem meu cérebro em realidade virtual como naquele filme do Tom Cruise para que eu possa transar com a Penélope Cruz várias vezes na frente daqueles... valentões com máscaras estranhas.
BGC48|Cara, eu realmente não deveria ter tomado aquelas pílulas para ereção antes da festa. Já estou com uma ereção há umas 6 horas. Isso não pode ser bom.
BGC49|Você está dizendo que quer ver meu pau, Stephanie? Porque, uh... isso tem conserto.
BGC50|Não acredito que minha prima Madison e Derek finalmente ficaram. Tenho que dizer que estou feliz pelos dois pombinhos e não me arrependo de ter quebrado minha promessa de não olhar pelas janelas deles tarde da noite. O Derek realmente deu uma surra nela, se é que você me entende.
BGC51|Seios são peitos porque você tem uns bonitos. Além disso, agora não consigo parar de olhar para eles, e só eu posso decidir quais peitos vão para o meu cofre pessoal de palmadas.
BGC52|Ei, ei! EXÉRCITO DE RESERVA! Eu sabia que a festa da Madison acabaria melhorando, e gostaria de assumir total responsabilidade por influenciar e encorajar esse tipo de comportamento. De nada.
BGC53|Nossa, nem consigo me convencer a curtir o show. Fica calmo, Patrick. Ela é só uma pirralha qualquer. Esta é só mais uma House Party indo para casa sozinha. Isso faz... bem... todos eles, eu acho.
BGC54|Caramba, pirralha! Que jeito de animar a festa. Respeito total.
BGC55|Não se preocupe, maninha. Na verdade, estou honrada que você esteja compartilhando seu xixi comigo.
BGC56|Ah, qual é, maninha. Você me deu a ereção mais triste que eu já tive.
BGC57|Nossa! Essa é a Doja Cat! Ela deve ter visto as fotos do meu pau que eu mandei para ela por mensagem privada e veio me visitar! Eu sabia que ia dar certo!
BGC58|A Patty tinha um lagarto, lagarto, lagarto... A Patty tinha um lagarto e filmava todo dia!
BGC59|Essa fruta é tão legal! Vou imortalizar vocês na internet inteira! Sorriam para a câmera, meus maninhos!
BGC60|Nossa!
BGC61|É só isso que você tem a dizer. Você me vê como um cara que, por trás da aparência superficial, é uma pessoa compassiva que você pode ver como seu parceiro de vida, na felicidade e no sofrimento, nos bons e maus momentos...
BGC62|Nossa. Bela foto. Eu realmente não esperava por isso. Quer dizer, como você conseguiu fazer duas coisas ao mesmo tempo? Ah, espera, eu só estou bêbado e enxergando em dobro. Deixa pra lá.
BGC63|É.
BGC64|Ah, é, esqueci, hum... Já volto.
BGC65|Blá, blá, blá... "Faça a sua parte." Só preciso alongar um pouco... minhas costas... e meus ombros... só para ficar flexível. Não quero distender nenhum músculo. A menos que a simpática moça aqui queira alongar o meu. Heh heh.
BGC66|*RESPIRAÇÃO FORTE*
BGC67|Nossa, que boneca!
BGC68|Heh heh.
BGC69|Me solta! Não consigo respirar! Me solta daqui! Essa coisa não abre!
BGC70|Nossa, que... Ei, uau! Calma com os meus peitos de pênis! Ai! Ai! Argh.
BGC71|Hum, o que você está fazendo? Eu não te dei controles de administrador para mudar o ambiente. O Compubro definiu a gravidade para um!
BGC72|Argh, a cópula humana é tão nojenta e cheia de fluidos e odores. Não aguento ter que remover todas as máquinas depois que o Patrick termina. Modo mano desativado. Vou reprogramar meu reflexo de vômito.
BGC73|-- NÃO USADO --
BGC74|Claro, Amy. Então, ouvi dizer que você faz faculdade. Que coincidência, é meu tipo favorito de pornografia.
BGC75|E aí, como vão as aulas? Aposto que eles têm muitas festas. E guerras de travesseiros de lingerie.
BGC76|Não há nada de errado em uma boa viagem à Europa. Conhecer os pontos turísticos, ficar com garotas exóticas...
BGC77|Então, Amy, eu esperava que pudéssemos falar sobre sua carreira.
BGC78|Eu esperava que isso fosse algo do tipo "uma mão lava a outra".
BGC79|Quer saber de onde vem o nome da nossa cidade de Pinecone Valley? Bem, em 1927, nosso fundador, Bartholomew St. Tennenham, estava caminhando pelas montanhas próximas quando foi atacado por um grande urso-cinzento. Ele jogou pinhas no urso para assustá-lo. Não funcionou muito bem, e o urso o despedaçou. Mas tem muitas pinhas aqui. Aqui vai outra curiosidade: a pinha na placa de boas-vindas parece um pênis. Que história legal!
BGC80|Regra número um da pilha de lenha: nunca fale sobre a pilha de lenha. Regra número dois da pilha de lenha: nunca a chame de túnel secreto. Regra número três da pilha de lenha: pênis.
BGC81|Acho que todo mundo deveria aprender com aquele letreiro de neon que diz "relaxa". Muita gente aqui fica tensa toda vez que alguém põe o pinto para fora. Argh.
BGC82|Se a Leah me dá um soco e isso me excita, isso significa que eu gosto de ser punido ou que eu gosto de garotas negras?
BGC83|Vamos verificar o preço das ações da Scrotingson... e está subindo vertiginosamente.
BGC84|Tenho grandes planos para o futuro, mano. Digamos que meu próximo projeto vai ser incrível. Vai levar alguns anos, mas vai valer a pena.
BGC85|Gostou do meu relógio? O Príncipe Sultão de Fra'bu Da-Khulona me deu. Aquele cara tem um vaso sanitário dourado e um leão chamado Sprinkles. Heh.
BGC86|Você pensa o que eu penso? Todo mundo pelado na banheira de hidromassagem! Você primeiro.
BGC87|Acho que eu e o Frank poderíamos ser amigos. Como eu poderia não ser amigo de alguém que se parece com o meu pau?
BGC88|Flamingo de plástico.

