[General]
Name|Madison
cab44d4e-eea6-4013-85c5-972a2aaed031|Eu já tenho o telefone da Madison... Quão difícil seria descobrir a senha dela? Assim, eu mesma conseguiria o número.
d44a55b0-6069-458e-bf3c-46c172072caa|Eu já tenho o telefone da Madison... e a senha dela. Eu mesma conseguiria o número!
918ac967-4404-4b79-a54a-5ef8eac5f10c|Ah, droga! Derek e Madison já ficaram juntos no passado. Talvez Ashley e eu possamos usar isso a nosso favor...
ad57a5c5-ee07-4193-a99c-2a2f1cf8a2d8|Acho que ela ainda vai me ajudar a conquistar outros festeiros. Não consigo pensar em um motivo para ela desistir desse acordo. Meu "traidor" é de primeira!
a514b187-c95a-498e-8f17-bded837c9cf9|Bem, foi muito mais fácil do que arriscar um tapa na cara. Parece que vou ter que ligar de outro número.
ed0054f9-f6ca-457d-b544-e2b744c234ce|Conseguir esse número foi muito mais fácil do que eu pensava.
b16883c6-652c-4272-9a51-bde0472e0829|*Derrama cerveja na blusa da Madison*
f2a2361a-94fa-42ec-a604-f05a92995c1e|Meu Deus, você acabou de dizer isso?
13c3c0cb-c242-4511-9112-a47604ac9d9e|M-m-m-mas... ela é uma garota e falou comigo! RRREEEEEEEEEEEEEE!
58a50753-134a-49d3-99b2-41390cc9cb24|Não é da minha conta. E autodeclarações usando a besteira do conto de fadas de Barnum e Bailey? O que vem a seguir, um golpe de marketing multinível para cintos de castidade? Hashtag não se arrepende.
fff7ad6a-0670-4ca1-91b3-575620eb4933|Ela acabou de abrir a porta para mim. Não vamos estragar tudo...
72c5119f-826e-43d2-a4df-6a4c2dd6f531|Bem... porra. Talvez se a Madison pensasse mais em mim, ela me desse uma chance de conversar.
12c1abb6-8c1f-450b-b010-b701e262b7e4|Há! Ela mal sabe que o Derek não está exatamente... disponível agora! Nada com que se preocupar. De jeito nenhum!
b1ea081f-5718-4fe6-aa06-1ea27ac74409|Que bom que a Madison é minha amiga! Agora, isso vai me ajudar a voltar às boas graças dos festeiros, caso eu acabe caindo nas graças deles.
998b43eb-de18-424a-a95f-1feca7f34669|Só tenho uma chance, é melhor escolher com sabedoria.
1c1874fd-969b-43de-8435-f60b5838d704|Madison apenas ri da ideia de falar com a irmã de um jeito que não seja ofensivo. Prefiro escolher outra pessoa.
97683df3-c0ed-46ae-8b40-dda21f2b9017|Eu irritei muito, muito mesmo o Derek... Não tenho certeza se a Madison consegue se recuperar completamente desse desastre.
cd4c2e96-9e21-4ef6-ad9b-b06fcaa52230|Patrick pode não me perdoar completamente, não importa quantas palavras doces a Madison lhe dê...
8e914bc2-e7be-4a41-94ec-7bac3e0dc412|Ugh, ela está quase apagada. Não tenho certeza de quão funcional ela será até que leve a sério. Acho que preciso ver como tudo isso se desenrola...
56d18d4a-1f5e-4a4f-9569-1bcace7d097a|Acho que a rivalidade dela com a Ashley transcende o poder das belas artes, sem falar na minha beleza.
18bcd146-8779-4e06-8b8c-833b827cc2a4|Hah! É, eu a peguei de jeito... e tudo mais.
7d41f8e5-625b-4fc6-bdce-7d4adbb02166|... são idiotas também. Foda-se, Eek! Jogos!
1fe500c7-ecc9-4012-a565-3db25e5f7c5c|Claro que sim, tire o microfone! Ah, NÃO JOGADOR, onde você consegue essas piadas?
a7842a93-c417-4b62-8d64-5256b206e3b6|Um pedestal iluminado? Hmm, ok, preciso fazer uma escultura e colocá-la em algum lugar plano, um pouco brilhante e... sexy? Foda-se, vou usar a tecla "expor pênis" e montá-la no meu pênis.
bd39b0c0-ad08-4b23-ae19-f79d8779b9c6|Tudo aqui, exceto a parte da galeria de arte, é muito pessoal ou constrangedor para quebrar o gelo com Madison, mas dependendo de como for esta noite, eu posso procurar mais pistas sobre a situação dela e do Derek...
37ca427c-f615-4f66-94cd-96ee266feda0|Que diabos foi isso? Parece que alguém está revistando o lugar...
a6497912-97a8-499e-b909-d059e8a1f092|Você ouve murmúrios mistos de aprovação de vários espectadores enquanto tentam formular comentários intelectuais...
90ab1b14-50df-4817-90da-5f8cc3f32099|Droga, eu precisava estar no quarto esperando por ela, eu acho...
a8851ddb-1ba4-49a3-80c8-68b7649410c5|Capitão, os níveis de estranheza estão no auge. Envolvendo nudez pessoal. Robô virgem fora.
fc198707-586d-491a-a588-1de9fa65af3f|Tudo bem, hora de vestir a roupa de aniversário!
82efea32-98b2-47bb-9dfa-d3e9d6a4dabf|Modo Amaldiçoado... ativo! Mas não consigo tirar um... é tudo uma questão de autocontrole.
73a5e4fa-b4ac-4c69-9515-08cadf563d41|Hmm... o que o Derek fez com aquelas chaves depois que desceu correndo as escadas?
1a8477f3-eaba-40f5-8c33-5a54933af7eb|Bem, eu resisti à tentação. Merda... Espero que o Derek não tenha quebrado a cara descendo do telhado!
70dad36b-9be3-425b-855b-8484c7361052|Ah, merda, heh, o que será que aconteceu com o Derek?
39f1a02c-cf81-4c59-aa63-5e702f942b52|Booya! Hora de relaxar e me preparar para o meu grande momento...
95ab7919-2822-4af6-8a9b-8b4f4ad56d1b|Droga, eu ajudei a pregar uma peça na irmã dela! Devo ter dito ou feito alguma outra coisa para irritá-la. Será que consigo voltar a ficar do lado dela...
1f81ebcf-7231-4c09-b05d-de1cf63c23f9|Droga, provavelmente tem alguns problemas específicos pelos quais ela quer que eu passe... talvez um rancor, um presente ou algo que a interesse?
455e508a-7c27-4814-9cda-0d3f182b0d02|Nossa, Moonshine?! Como me deixaram me formar? ... Deve ter sido porque eles tiveram pena de mim e da minha cabeça cheia de bolas de beisebol.
e752d3f5-9efd-48b8-8c1a-376cf9042287|Hm, por padrão, acho que posso apertar "p" para me expor e "2" para começar a urinar... se eu já tiver bebido o suficiente! Preciso desligar o aquecedor antes que ele entre em casa!
a42be1cd-14bc-420a-8505-a25a16e838f3|Duvido que a Lety gostaria de participar da exposição de arte. Além disso, desta vez preciso que as pessoas se concentrem em um pinguim e não no meu pênis. Não como das outras vezes.
ddc386dc-fded-4af0-a819-61dad76e18ca|... é o que eu diria se não estivesse prestes a ficar todo simpático com a Rachael...
1ceb7ed8-61aa-4e5f-9952-3408db439ecc|... é o que eu diria se não estivesse prestes a ficar todo simpático com a Katherine...
dd57d72a-b8ee-4bd8-945e-d576d6013873|... é o que eu diria se a Katherine não estivesse completamente à mercê da Stephanie agora...
f24a226c-941f-4360-b3af-790dd7542ee3|Há uma festa na casa da Madison hoje à noite, e o seu amigo Derek convidou você. Claro, ele é a única pessoa que você conhece, mas quando entra na casa da Madison, vê muita gente que vale a pena conhecer. E, que sorte a sua — este lugar está lotado de baladeiros sensuais. Talvez você devesse ver o quão "familiar" consegue ficar com alguém hoje à noite. Que se dane, por que parar em um? Esta cidade não é muito fã de monogamia, de qualquer forma.
Mas primeiro, vá ver o Derek. Boa sorte!
178e555c-66a7-4e81-8a38-738c93123c0f|Laxantes
3ad55105-d4ed-4d4b-bd64-eeea523c2073|Droga, consigo ouvi-los subindo as escadas!
2adc25f1-ae9c-4b80-b35b-c921274bcba6|Acho que o fato de eu ser mais rápido ou mais perseguidor do que ela não é apreciado pela Madison agora...
616e2712-77a9-47b8-ac2e-2c60733d83d7|Ok, tenho alguns minutos para relaxar enquanto as pessoas sobem as escadas... Preciso evitar fazer qualquer coisa que possa atrapalhar a exibição da minha escultura!
fd38fd39-e765-4d1c-9052-8e7d6c665358|A Madison já está se preparando para conferir meu projetinho. Eu deveria voltar lá e me preparar para exibir meu ânus mágico. Polvo magnético? Droga, quase me tornei culto por um segundo.
57029927-e231-4bb9-902f-e6aed11fef28|Ok, parece que a Madison está indo para o quarto dela. Eu deveria ir para a minha "estação de arte" e me preparar para exibir esse bad boy.
bff45808-8bbc-48f2-8c5e-31afae88be9f|É tudo uma questão de autocontrole. Só preciso garantir que a Madison tenha um show...
c62a44e5-f193-411b-b496-f950a7ed6910|Ok, hora do pare e siga. Eu simplesmente não posso parar com muita frequência...
22e27848-fe3d-4e23-8661-8a026dad5837|Este pinguim pode estragar o clima... ele tem essa energia. Além disso... meu falo tem que ser a estrela do show. Desculpa, cara.
7f3cfde5-1d09-4fec-a1a1-a4766d04f146|Droga, cheguei perto demais! Ela disse para não terminar e parece que só está prestando atenção a cada poucos segundos...
0148cc1c-2bfe-4db3-863c-604d82a4085f|É melhor eu ir até o pinguim... coisa, a Madison provavelmente está esperando eu fazer aquele show de horrores.
c73048dc-585f-42ce-ad58-3f687a91e76c|Caramba, quebrou ou rolou para debaixo de alguma coisa? Acho que é uma garrafa que ninguém vai aproveitar esta noite...
86c9e775-57c2-4169-ab71-8c937d88df00|Madison pode não sobreviver a essa pegadinha se estiver bêbada... é melhor ela e o "talento masculino" embarcarem o mais rápido possível!
2cce364d-b7dc-4ec0-b5f0-bba37e51e2ab|Quem sabe o que Madison fará se contar tudo... Ashley provavelmente preferiria que seu plano desse certo do que ouvir Madison falando sem parar sobre seus problemas de vida com aquele pinguim assustador da garagem a noite toda.
f27af3fb-8d97-490e-9498-351d42d281da|Quem sabe o que Madison fará se contar tudo... Ashley provavelmente preferiria que seu plano desse certo do que ouvir Madison falando sem parar sobre seus problemas de vida com aquele pinguim assustador da garagem a noite toda.
d7e4aaee-7d10-4574-8cb0-e653a6b7cb61|Patrick quase descobriu sobre a minha farsa com a Ashley. A última coisa que preciso agora é que a Madison se transforme em mais uma McViajante Bêbada. Eu deveria pelo menos esperar até poder separar todo mundo...
9d289601-beed-4ad9-8710-26076dd7a298|Não sei se vou comemorar com o Mads ou com a Ashley quando tudo isso acabar, mas se eu guardar um pouco de bebida, posso realmente ir para o próximo nível! Especificamente no nível 18, onde consigo o talento "Esperanças dos Flácidos" e, se meus cálculos estiverem corretos, 3 de vigor!
5b5dea22-0725-442a-94b2-de9f6466d4f8|Não posso deixar o Derek dizer que trapaceei ao me candidatar ao boozihol de Madison... CAMPEÃO INCONTESTÁVEL OU FRACASSO!
9956d27b-43a1-4a91-9a7f-1d3ccdc1c5b5|Não posso deixar o Derek dizer que trapaceei ao me candidatar ao boozihol de Madison... CAMPEÃO INCONTESTÁVEL OU FRACASSO!
c691ea34-0ec3-4f34-b098-a19b94a5f592|Não posso deixar o Derek dizer que trapaceei ao me candidatar ao boozihol de Madison... CAMPEÃO INCONTESTÁVEL OU FRACASSO!
a1e6c33e-bcf2-412f-9b96-0e7280c58655|A Ashley pode estar prestes a destruir as coisas da Madison... Preciso deixar isso acontecer primeiro.
859ac748-704b-48a6-a886-a0aa3c3f7d96|Telefone da Madison
ba035868-5f3d-4d39-b6f1-0edcaa01baab|A Madison não quer isso agora.
3a1a1eeb-08b7-467f-ae9a-1af4b74f162a|Não seria muito inteligente devolver para ela logo depois de eu ter recebido.
da53a732-7838-405d-baf5-871287330a6a|Não posso dar o telefone para a Madison! Não quando estamos tão envolvidos no plano da Ashley! Heh, tão envolvidos.
ec5db943-d5f3-4941-859b-ebac9702e96a|A Madison não quer isso agora.
e6b9aa7f-7759-49f4-b81e-78175740f6ed|Se eu devolver o diário dela, ela vai saber que fui eu quem o roubou. Não foi uma atitude inteligente...

[Background Chatter]
BGC1|O quê? Ah, não, a casa estava quase mobiliada. Era muito estranho... tinha um monte de buracos nas paredes que eu tive que tapar. Mas os sofás são muito confortáveis!
BGC2|Acredite, a Ashley morando aqui é o mais temporário possível. Ela está a um prato sujo de se tornar a palha mais barata que você pode carregar pelo túnel.
BGC3|A garagem é só nossa lixeira agora, já que nenhum de nós tem carteira de habilitação válida. Mas tem umas coisas legais lá dentro.
BGC4|Eu encontro todo mundo na escola, mais ou menos. Menos o Frank. Eu o conheci em uma feira de armas.
BGC5|Acredite, eu sou péssima em guardar coisas vencidas. Ontem à noite, tentei pedir uma pizza com um cartão de débito de 2008. Mesmo assim, não joguei fora. Só coloquei na mesa...
BGC6|Não acredito que a Rachael conhece a Vickie Vixen. A Vickie, a vadia.
BGC7|Não quero parecer uma vagabunda, mas uma briga animaria bastante as coisas por aqui.
BGC8|Anfitriã da festa, anfitriã da festa. Não deixe que isso acabe como sua festa pré-baile. Tanto vômito.
BGC9|Preciso verificar meu feed, sabe, para ter certeza de que todas aquelas pessoas que eu não convidei estão pelo menos cientes desta festa.
BGC10|Meu Deus, o Derek me viu? Ele está olhando? Você percebeu?
BGC11|Ashley, vem cá!
BGC12|Não, não são as chalupas! É o seu maldito vibrador. Entrei no seu quarto para ter certeza de que não estava cheirando a maconha e vi seu pequeno pau roxo bem ali para o mundo ver.
BGC13|Enrolei minhas mãos nos seus lençóis e os coloquei debaixo do seu travesseiro. Mesmo assim, não adiantou muito. Essa coisa é roxa radioativa. Aposto que brilha no escuro. Alguém vai ver.
BGC14|Rachaelllll, minha querida amiga. Que bom que você veio!
BGC15|Com certeza, com certeza. E a Vickie Vixen? Ela vai passar por aqui, talvez? Você a convidou?
BGC16|Vá em frente e mande uma mensagem quando puder. Sem pressa. Só que não podemos curtir a noite toda, sabe? A menos que seja isso que a Vickie queira fazer, eu vou curtir a noite toda.
BGC17|Eu queria muito que tivesse uma história legal sobre isso, mas nem eu nem a Ashley conseguimos passar no novo teste de direção para quem está fora da linha. Eles fazem perguntas como: "Até que ponto você pisa no freio quando está atrás de um ônibus cheio de crianças de 8 anos nos trilhos?"
BGC18|Aqui está a resposta: "Não entre na porcaria do ônibus escolar de novo!" Por que todas as respostas não eram apenas "USE O SENSO COMUM?"
BGC19|Quer dizer, algo assim. Uma das perguntas era "Verdadeiro ou falso: você nunca deve acelerar em uma zona escolar", e ela escreveu: "Falso, porque se eu bater em um garoto que vai fazer 20 anos, vou colocá-lo em uma cadeira de rodas pelo resto da vida, então, pelo menos se eu tiver 60 anos, se eu bater em alguém, todos nós podemos ter um desfecho."
BGC20|É, eles a escoltaram para fora. Ela não tem permissão para tocar em nada, nem mesmo em uma roda. Ashley não pode nem andar de monociclo legalmente neste estado.
BGC21|Hmmm, você provavelmente tem razão sobre isso. Aposto que seria muito fácil enganar o Frank com isso. Só preciso descobrir o porquê. Se for ruim o suficiente, eu vou bater nele.
BGC22|Uau, uau, deixa eu fechar meu álbum de fotos rapidinho. Amy, não me pegue de surpresa assim.
BGC23|Tenho certeza de que você deu para alguém cuidar, porque... sabe, caso você desmaie numa... uh, oh, como é que a tia Cece chama isso? Uma "Poça do Patrick"? Espero que você não tenha revelado sua senha também, ninguém vai ver o que você tem aí dentro.
BGC24|Não sei, Katherine. Com esse seu estômago fraco, eu posso terminar o jogo tipo, no primeiro dia do apocalipse. Ou talvez eu encontre um estoque de bebidas com tema de pirata e beba demais.
BGC25|É... você... você nos deixou, nós indo embora. Chorando pelo seu namorado idiota... "Kaaarrrrlll"!
BGC26|Sabe, Leah, eu só te conheci hoje à noite, mas você não é como o Frank. Você poderia arruinar alguém, claro, mas você é... sei lá... normal.
BGC27|Tudo bem, Leah, entendi. Você é durona. Só estava dizendo que você não é medrosa como o Frank, meu Deus...
BGC28|Então, ele está tipo, sempre aqui agora. Acho que nunca considerei tudo isso. Bem, minha autoestima é muito mais forte que a da Ashley. Ela vai chorar até dormir muito antes que esse peixe me faça fazer o mesmo. Espero.
BGC29|Não, não, não; dediquei anos da minha vida a arruinar a confiança da minha irmã. Sou como o Sr. Miagi da guerra mental. Sério, já pensei em me candidatar à CIA como uma daquelas pessoas que eles mandam quando precisam de informações, custe o que custar. Mas, eu tenho algumas passagens por dirigir embriagado, então... o que você pode fazer?
BGC30|Leah... que acessório... legal você tem — CARAMBA. É uma cobra de verdade? Quando... ONDE você conseguiu essa coisa?
BGC31|Animar coisinhas bobas na internet não é arte, cara. Você viu meu cavalete? É, eu comprei na Escola de Design da Caffrey. Não fui lá, mas a loja de materiais de arte no campus deles é muito chique.
BGC32|Eu realmente não en-
BGC33|Ah, que porra é essa? Você sabe que eu tenho banheiro, né? Homens são tão bárbaros. Eu tenho um pênis, uso um pênis onde eu quiser. Veja como eu mexo meu pênis para frente e para trás enquanto faço xixi. Droga.
BGC34|Que pacote legal. O que é uma festa sem um pouco de nudez, né?
BGC35|"Eu sabia que não devia ter colocado panfletos anunciando essa festa. Agora temos o Sr. "Escroto de Noventa Libras" aqui controlando todo o álcool."
BGC36|Não sei se você tem muita coisa aí embaixo para se tornar um especialista, Patrick.
BGC37|Estou tão feliz que o Frank não esteja mais aterrorizando a minha festa. Talvez eu ainda consiga reverter isso! Quer dizer, tirando o Derek pegando fogo e tudo mais. Que pena...
BGC38|Estou tão feliz que o Frank não esteja mais aterrorizando a minha festa. Talvez eu ainda consiga reverter isso!
BGC39|Por favor, não faça o Derek começar a dançar. Quer dizer, não é como se não fosse divertido. Ele é muito bom, mas fica competitivo demais. Começa a falar besteira e tudo mais. Eu só quero que tudo corra bem hoje à noite e que todos se deem bem.
BGC40|Nossa, olha só. Talvez eu realmente saiba dar uma festa! Até o cara novo está se divertindo!
BGC41|Mmmm, eu poderia ficar horas a fio vendo aquele homem se contorcer. Putz. Acabei de dizer isso em voz alta? Alguém precisa de alguma coisa?
BGC42|Tenho que admitir. É preciso ter muita coragem para irritar o anfitrião da festa e depois dançar a noite toda como se não se importasse com nada no mundo.
BGC43|Derek. ...Psiu, Derek! É, eu sei que você consegue me ouvir. Se eu soubesse que você gosta de usar minhas roupas... bem... digamos que depois que todos forem embora, eu tenho algumas roupas que gostaria que você experimentasse.
BGC44|Você poderia, por favor, não ir à minha festa?
BGC45|Caramba! Acho que eu realmente sei dar uma festa...
BGC46|Acho que o Derek queria muito trazer o amigo dele para a minha festa hoje à noite. Sou só eu ou é falta de educação convidar os próprios amigos para uma festa?
BGC47|Ah, Rachael! Eu não vi você aí. Não, não... seria ótimo se a Vickie viesse! Sério. Eu estava brincando!
BGC48|Ugh. Quem diria que dar uma festa poderia ser tão estressante? Sinto que preciso de uma bebida só para aguentar a noite. Será que a Pat conseguiu esconder alguma coisa no lugar... esse costuma ser o modus operandi dela?
BGC49|Estou surpresa que nenhuma briga tenha acontecido ainda. A mistura de pessoas aqui é... interessante, para dizer o mínimo.
BGC50|Pode parecer estranho, mas eu adoro homens que sabem dançar. Tem algo em caras com passos que me empolgam.
BGC51|Tentei arrumar tudo para a festa o melhor que pude, mas tenho certeza de que tem todo tipo de coisa espalhada por aí que não tive a chance de guardar. Embora eu jure que as coisas têm desaparecido. É melhor ela não descobrir que alguém andou roubando coisas.
BGC52|Um jeito que eu adoro de provocar a Ashley é encontrando a decoração mais feia para pendurar na casa. Quer dizer, qual a pior coisa que pode acontecer? Ela vai embora? Eu não consideraria isso uma coisa ruim. Mal posso esperar para encontrar a próxima coisa repulsiva para pendurar na parede. Tenho um lugar para ela logo acima da escada.
BGC53|Patrick! Primeiro, fale baixo, porra! Não contamos isso a ninguém! E segundo, pare de entrar escondido pelas minhas janelas! Você é meu primo. É tão nojento!
BGC54|Argh. NÃO estamos falando sobre isso agora. Aham. Alguém precisa de alguma coisa?
BGC55|NÃO estamos falando sobre isso agora. MUITO ESQUISITO. Eca!
BGC56|Aposto que sua amiga Vickie consegue recuperar. Talvez você possa ligar para ela e ver o que ela está aprontando. Talvez ela queira passar por aqui? Sair?
BGC57|Não! Claro que estou feliz que você esteja aqui também, Rachael! Estou tão feliz que conseguimos sair hoje à noite! Só pensei que se alguém pudesse convencer o Frank a te devolver a garrafa térmica, seria a Vickie! Só estou cuidando de você, gata!
BGC58|Quando em Roma, né? Acho que não posso dizer nada sobre meus convidados ficarem nus se eu também ficar exposta. Não esperava que esta noite fosse assim.
BGC59|Nossa! Tudo bem. Você não está... vestida. Legal! As pessoas vão ficar falando da minha festa por MESES!
BGC60|Que diabos? Você sabe que eu tenho banheiro, né? Dê uma festa, Madison. Vai ser divertido, Madison. Você definitivamente não vai ficar limpando xixi no final da noite, Madison.
BGC61|Nossa, olha só. Talvez eu saiba mesmo dar uma festa! Até a novata está se divertindo!
